Region,State,City,Category,Sub-Category,Product Name
West,California,Los Angeles,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
Central,Texas,Houston,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver
Central,Illinois,Bolingbrook,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
South,Arkansas,Texarkana,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack"
Central,Texas,San Antonio,Office Supplies,Fasteners,Binder Clips by OIC
Central,Texas,San Antonio,Office Supplies,Paper,Xerox 1995
Central,Texas,Edinburg,Office Supplies,Fasteners,Binder Clips by OIC
East,Ohio,Toledo,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
Central,Texas,Baytown,Office Supplies,Paper,Xerox 21
East,Pennsylvania,Philadelphia,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse
West,California,Los Angeles,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
East,Pennsylvania,Philadelphia,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner
East,Pennsylvania,Philadelphia,Office Supplies,Binders,Cardinal Slant-D Ring Binders
East,Pennsylvania,Philadelphia,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
East,Pennsylvania,Philadelphia,Technology,Phones,Speck Products Candyshell Flip Case
East,Pennsylvania,Philadelphia,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
East,Pennsylvania,Philadelphia,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
Central,Texas,Pearland,Technology,Phones,LG G3
East,New York,New York City,Office Supplies,Paper,Xerox 203
East,New York,New York City,Furniture,Furnishings,Ultra Door Push Plate
West,Arizona,Phoenix,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
West,Arizona,Phoenix,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
West,Arizona,Phoenix,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
West,Arizona,Phoenix,Office Supplies,Binders,Acco Expandable Hanging Binders
West,Arizona,Phoenix,Furniture,Chairs,High-Back Leather Manager's Chair
South,Virginia,Chesapeake,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue"
South,Virginia,Chesapeake,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
Central,Illinois,Chicago,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone
Central,Illinois,Chicago,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
Central,Illinois,Chicago,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright)
West,Washington,Seattle,Office Supplies,Storage,Eldon Gobal File Keepers
West,Washington,Seattle,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
West,Washington,Seattle,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
West,Washington,Seattle,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
Central,Texas,Harlingen,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
Central,Texas,Harlingen,Office Supplies,Paper,Xerox 1993
Central,Texas,Harlingen,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
East,Pennsylvania,Philadelphia,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
West,California,Bakersfield,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
West,California,Bakersfield,Office Supplies,Labels,Avery 505
West,California,Bakersfield,Technology,Phones,Ooma Telo VoIP Home Phone System
Central,Texas,Grand Prairie,Office Supplies,Envelopes,Staple envelope
Central,Texas,Grand Prairie,Office Supplies,Paper,Xerox 188
Central,Texas,Grand Prairie,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
Central,Indiana,Greenwood,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
East,New York,New York City,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
South,Tennessee,Memphis,Office Supplies,Paper,Xerox 2
East,New York,Buffalo,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
West,California,Los Angeles,Office Supplies,Paper,Xerox 196
South,Florida,Homestead,Office Supplies,Paper,Xerox 194
South,Florida,Homestead,Office Supplies,Supplies,Staple remover
Central,Texas,Pasadena,Office Supplies,Art,4009 Highlighters by Sanford
Central,Texas,Pasadena,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
Central,Texas,Pasadena,Office Supplies,Paper,Xerox 1881
Central,Texas,Pasadena,Furniture,Chairs,"Global Value Steno Chair, Gray"
East,New York,Freeport,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
West,Colorado,Denver,Technology,Phones,RCA ViSYS 25423RE1 Corded phone
East,Massachusetts,Quincy,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
Central,Michigan,Detroit,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
Central,Michigan,Detroit,Office Supplies,Art,Newell 319
West,California,San Francisco,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
South,Tennessee,Nashville,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
South,Tennessee,Nashville,Office Supplies,Art,Newell 333
South,Tennessee,Nashville,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
Central,Michigan,Detroit,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
Central,Michigan,Detroit,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
West,California,Los Angeles,Office Supplies,Art,Newell 320
West,California,Los Angeles,Furniture,Furnishings,Tensor Computer Mounted Lamp
East,Pennsylvania,Philadelphia,Office Supplies,Art,Newell 348
South,North Carolina,Asheville,Office Supplies,Art,Newell 350
East,New York,New York City,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
West,Colorado,Colorado Springs,Office Supplies,Binders,GBC Durable Plastic Covers
Central,Texas,San Antonio,Office Supplies,Binders,Avery Poly Binder Pockets
Central,Texas,San Antonio,Office Supplies,Paper,Xerox 1928
West,California,Los Angeles,Office Supplies,Paper,Xerox 1895
Central,Michigan,Sterling Heights,Office Supplies,Art,Newell 34
East,New York,New York City,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”"
East,New York,New York City,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
South,Virginia,Richmond,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
West,Washington,Seattle,Office Supplies,Fasteners,Staples
West,Washington,Seattle,Technology,Phones,i.Sound Portable Power - 8000 mAh
East,New York,New York City,Furniture,Tables,Hon 61000 Series Interactive Training Tables
East,New York,New York City,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
West,Washington,Seattle,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
West,California,Los Angeles,Furniture,Chairs,"Global Leather Task Chair, Black"
West,California,Los Angeles,Technology,Copiers,Canon PC1060 Personal Laser Copier
West,California,Los Angeles,Office Supplies,Paper,Xerox 1942
West,California,Lakewood,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
East,New Jersey,Plainfield,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack
East,New Jersey,Plainfield,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
South,Tennessee,Columbia,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
East,Rhode Island,Woonsocket,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
East,Pennsylvania,Lancaster,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
South,Florida,Tampa,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
South,Florida,Tampa,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack"
South,Florida,Tampa,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
Central,Wisconsin,Kenosha,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
Central,Wisconsin,Kenosha,Furniture,Chairs,Hon Mobius Operator's Chair
Central,Wisconsin,Kenosha,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
Central,Wisconsin,Kenosha,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener
Central,Wisconsin,Kenosha,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats
South,Florida,Port Saint Lucie,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
West,Washington,Seattle,Furniture,Furnishings,DAX Cubicle Frames - 8x10
West,Washington,Seattle,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
Central,Texas,San Antonio,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"
Central,Texas,San Antonio,Technology,Machines,Canon PC170 Desktop Personal Copier
Central,Texas,San Antonio,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
South,Georgia,Roswell,Office Supplies,Art,Staples in misc. colors
South,Georgia,Roswell,Office Supplies,Paper,Xerox 201
South,Georgia,Roswell,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
West,Colorado,Louisville,Office Supplies,Art,Newell 320
West,California,Los Angeles,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
East,Pennsylvania,Philadelphia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File
Central,Wisconsin,Superior,Office Supplies,Art,Newell 336
South,Georgia,Atlanta,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
South,Georgia,Atlanta,Office Supplies,Labels,Avery 474
South,Georgia,Atlanta,Office Supplies,Paper,Xerox 1944
South,Georgia,Atlanta,Office Supplies,Paper,Xerox 1962
South,Georgia,Atlanta,Office Supplies,Paper,Xerox 1890
South,Georgia,Atlanta,Technology,Accessories,Maxell LTO Ultrium - 800 GB
South,Georgia,Atlanta,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
East,Pennsylvania,Chester,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton"
East,Pennsylvania,Chester,Technology,Phones,Panasonic Kx-TS550
East,Pennsylvania,Chester,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
West,California,San Francisco,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
West,California,San Francisco,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
Central,Texas,Bedford,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
Central,Texas,Bedford,Office Supplies,Art,BIC Brite Liner Grip Highlighters
Central,Texas,Bedford,Technology,Phones,Pyle PMP37LED
Central,Texas,Bedford,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
South,Louisiana,Lafayette,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner
South,Louisiana,Lafayette,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
West,Washington,Covington,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
West,Washington,Covington,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
West,Washington,Covington,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
East,Ohio,Lorain,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
East,Ohio,Lorain,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
Central,Illinois,Chicago,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
West,California,San Francisco,Furniture,Furnishings,Stacking Trays by OIC
West,California,San Francisco,Office Supplies,Paper,Xerox 1981
West,California,San Francisco,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner
West,California,San Francisco,Office Supplies,Binders,Avery Hanging File Binders
West,California,San Francisco,Technology,Phones,Mophie Juice Pack Helium for iPhone
West,California,San Francisco,Office Supplies,Labels,Avery 477
West,California,San Francisco,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock"
West,California,San Francisco,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
Central,Texas,Houston,Office Supplies,Binders,Aluminum Screw Posts
Central,Illinois,Chicago,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
East,New York,New York City,Office Supplies,Paper,Petty Cash Envelope
East,New York,New York City,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac
East,New York,New York City,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
East,New York,New York City,Furniture,Chairs,Global Deluxe Office Fabric Chairs
East,Pennsylvania,Philadelphia,Office Supplies,Art,Nontoxic Chalk
East,Pennsylvania,Philadelphia,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
East,Pennsylvania,Philadelphia,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
East,Pennsylvania,Philadelphia,Furniture,Tables,Hon 4060 Series Tables
Central,Illinois,Chicago,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
West,California,Oakland,Technology,Phones,Gear Head AU3700S Headset
West,California,Oakland,Furniture,Chairs,Safco Contoured Stacking Chairs
Central,Illinois,Chicago,Technology,Accessories,Maxell 4.7GB DVD-R
West,Washington,Seattle,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
East,Pennsylvania,Philadelphia,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
South,North Carolina,Concord,Office Supplies,Art,Prang Drawing Pencil Set
South,North Carolina,Concord,Office Supplies,Supplies,Acme Kleen Earth Office Shears
South,North Carolina,Charlotte,Office Supplies,Art,Newell 320
South,North Carolina,Charlotte,Office Supplies,Labels,Avery 513
South,North Carolina,Charlotte,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray
Central,Texas,Dallas,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
Central,Texas,Dallas,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
Central,Texas,Dallas,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
Central,Indiana,Indianapolis,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
Central,Oklahoma,Broken Arrow,Technology,Phones,AT&T 1080 Phone
South,Florida,Miramar,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
South,Florida,Miramar,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
Central,Nebraska,Omaha,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
Central,Nebraska,Omaha,Office Supplies,Fasteners,Bagged Rubber Bands
Central,Nebraska,Omaha,Office Supplies,Paper,White Computer Printout Paper by Universal
South,North Carolina,Jacksonville,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
West,Oregon,Tigard,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
West,Oregon,Tigard,Office Supplies,Binders,GBC Poly Designer Binding Covers
Central,Illinois,Decatur,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
Central,Illinois,Decatur,Office Supplies,Paper,Xerox 1971
West,Arizona,Phoenix,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
West,California,Sacramento,Technology,Phones,Mitel 5320 IP Phone VoIP phone
West,California,Sacramento,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
West,California,Sacramento,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
South,Arkansas,Jonesboro,Furniture,Bookcases,"Hon Metal Bookcases, Gray"
East,New York,New York City,Office Supplies,Supplies,Acme Value Line Scissors
East,Ohio,Akron,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black"
South,Kentucky,Florence,Technology,Machines,Cisco 9971 IP Video Phone Charcoal
South,Kentucky,Florence,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
South,Kentucky,Florence,Technology,Phones,LG G3
Central,Minnesota,Minneapolis,Office Supplies,Paper,Xerox 217
Central,Minnesota,Minneapolis,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
Central,Minnesota,Minneapolis,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
Central,Minnesota,Minneapolis,Office Supplies,Binders,GBC Instant Report Kit
Central,Texas,Houston,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
Central,Texas,Houston,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
Central,Texas,Houston,Office Supplies,Paper,Xerox 1982
Central,Nebraska,Fremont,Furniture,Furnishings,Staple-based wall hangings
West,California,San Diego,Technology,Phones,GE DSL Phone Line Filter
West,California,San Diego,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
East,New York,New York City,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
East,New York,New York City,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
Central,Michigan,Detroit,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
Central,Michigan,Detroit,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
Central,Michigan,Detroit,Office Supplies,Paper,Xerox 1978
Central,Michigan,Detroit,Office Supplies,Art,Newell 351
Central,Texas,Houston,Office Supplies,Labels,Avery 501
Central,Texas,Houston,Technology,Phones,Samsung Rugby III
West,Washington,Seattle,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
West,California,Los Angeles,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
West,California,Los Angeles,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
West,California,Los Angeles,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
East,Pennsylvania,Philadelphia,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
West,Washington,Seattle,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
West,Washington,Seattle,Office Supplies,Labels,Avery 50
West,Washington,Seattle,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
East,New York,Watertown,Office Supplies,Appliances,Staple holder
South,Florida,Jacksonville,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
South,Virginia,Arlington,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
South,North Carolina,Charlotte,Office Supplies,Storage,Project Tote Personal File
South,North Carolina,Charlotte,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
West,Washington,Seattle,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
Central,Illinois,Chicago,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
South,Florida,Hollywood,Office Supplies,Paper,Easy-staple paper
South,Florida,Hollywood,Office Supplies,Paper,Xerox 1957
South,Virginia,Chesapeake,Office Supplies,Fasteners,Advantus Plastic Paper Clips
South,Virginia,Chesapeake,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
West,California,Los Angeles,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
West,California,Los Angeles,Office Supplies,Storage,Tennsco Double-Tier Lockers
South,Virginia,Alexandria,Office Supplies,Fasteners,OIC Binder Clips
Central,Texas,Deer Park,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
East,Pennsylvania,Philadelphia,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle
East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
Central,Kansas,Wichita,Office Supplies,Labels,Avery 51
Central,Michigan,Midland,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
West,California,San Francisco,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack"
West,California,San Francisco,Office Supplies,Art,Newell 338
West,California,San Francisco,Furniture,Chairs,Novimex Swivel Fabric Task Chair
East,New York,Freeport,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
Central,Texas,Austin,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
Central,Texas,Austin,Office Supplies,Storage,Advantus Rolling Storage Box
Central,Texas,Austin,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
Central,Texas,Austin,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
East,Pennsylvania,Philadelphia,Office Supplies,Labels,Avery 519
East,Pennsylvania,Philadelphia,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
South,Tennessee,Bristol,Office Supplies,Binders,GBC Wire Binding Strips
South,Tennessee,Bristol,Office Supplies,Binders,Zipper Ring Binder Pockets
East,Pennsylvania,Philadelphia,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
East,Pennsylvania,Philadelphia,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
Central,Illinois,Chicago,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
South,Georgia,Columbus,Office Supplies,Art,Newell 341
East,New York,New York City,Office Supplies,Storage,X-Rack File for Hanging Folders
East,New Hampshire,Dover,Office Supplies,Labels,Avery 476
East,New Hampshire,Dover,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
West,Colorado,Aurora,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
West,Colorado,Aurora,Office Supplies,Storage,Mobile Personal File Cube
East,New York,Long Beach,Office Supplies,Paper,Xerox 1997
West,California,Pasadena,Office Supplies,Storage,Iris Project Case
West,California,Pasadena,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
West,Arizona,Mesa,Office Supplies,Paper,Xerox 210
West,Arizona,Mesa,Office Supplies,Paper,Xerox 1973
West,California,Fresno,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
South,South Carolina,Columbia,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
South,South Carolina,Columbia,Office Supplies,Paper,Xerox 210
South,South Carolina,Columbia,Office Supplies,Binders,Binding Machine Supplies
West,California,Santa Ana,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
South,South Carolina,Columbia,Technology,Phones,AT&T TR1909W
South,South Carolina,Columbia,Office Supplies,Paper,Xerox 1945
West,California,Los Angeles,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
West,California,San Francisco,Office Supplies,Binders,Economy Binders
Central,Texas,Houston,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
East,New York,New York City,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
East,New York,New York City,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
East,New York,New York City,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.
East,Massachusetts,Franklin,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases
East,Maryland,Baltimore,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
Central,Texas,Mcallen,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
Central,Texas,Mcallen,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
Central,Texas,Mcallen,Office Supplies,Storage,Plastic Stacking Crates & Casters
Central,Iowa,Iowa City,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)
East,Delaware,Newark,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
Central,Texas,Houston,Office Supplies,Paper,Xerox 1990
West,Idaho,Boise,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
West,Idaho,Boise,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset
West,California,San Diego,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
West,California,Los Angeles,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
East,Pennsylvania,Philadelphia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
East,Pennsylvania,Philadelphia,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
East,New York,New York City,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
East,Rhode Island,Cranston,Office Supplies,Art,Lumber Crayons
East,Rhode Island,Cranston,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
East,Rhode Island,Cranston,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
East,Rhode Island,Cranston,Office Supplies,Binders,GBC Recycled VeloBinder Covers
East,Rhode Island,Cranston,Furniture,Furnishings,Eldon Wave Desk Accessories
East,Rhode Island,Cranston,Furniture,Chairs,Hon Pagoda Stacking Chairs
East,Rhode Island,Cranston,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1921
South,Kentucky,Richmond,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
South,Kentucky,Richmond,Office Supplies,Art,Newell 350
South,Kentucky,Richmond,Office Supplies,Paper,Xerox 1933
Central,Indiana,Mishawaka,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
East,New York,Mount Vernon,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
West,California,Los Angeles,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
West,California,San Francisco,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
West,California,San Francisco,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
West,Washington,Seattle,Office Supplies,Paper,Xerox 1939
West,Washington,Seattle,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
West,Washington,Seattle,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone
West,Washington,Seattle,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
West,Washington,Seattle,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases
Central,Illinois,Quincy,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
Central,Illinois,Chicago,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
Central,Iowa,Urbandale,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
West,Washington,Seattle,Furniture,Chairs,Global Deluxe Steno Chair
